,event,cleandiscipline_new,itype,gendersquash,cleantarget_new,perpetrator_new,story_word_count
118,"My advising professor asked me to sleep with him, and when I said no, he quietly retreated from his adviser roll. I had no backup as he was the last of the discipline in the department. His behavior was well known: he had an open string of girlfriends drawn from the graduate pool over the years. He had one when he hit on me. Presumably she was wowed by trips to France and fine wine. But his contempt for women was obvious. By that time he was in his 60s.
I took my qualifying exams and left the institution to scratch out a study site on my own to complete my dissertation. I fought hard - without meaningful letters of recommendation - for a career in academia. Even still, 20 years later, I do not have a network of invested academics 'who raised me'. 
The response of the institution - a female chair at the time- was cliche. ""Oh that's just how he is and we can't legislate love"".  LOVE?? 
It easily set my career back 10 years, but I guess, after having read so many stories of women ""hounded out"" (excellent terms, btw), I should consider myself ""one of the lucky ones"".
At that time in the late 80s and early 90s, several women were harassed in the short time I was there. The climate at the time gave both senior and junior male profs approval for selecting partners from the grad pool with impunity. ", Social sciences,Research Institute,Male,Graduate Student,Graduate Student,246
119,"I was a fifth-year student in a professional degree. My thesis advisor was flirtatious, would constantly text (including saying things like ""I love you""), invite me to drinks even though I was underage (I went), invite me back to his place, get so drunk he couldn't drive and say I had to drive him (I drove), try to kiss me once I was at his place. When I texted him back less, didn't pick up his phone calls, or tried to pull away, there was always some sort of consequence: a reminder that thesis prizes were coming up; later on, my grad school recommendations were mysteriously ""late"" when I stopped texting. I performed warmness until he submitted the recs—he was known in the field. I started sharing with friends years later; many told me this was a repeat thing: they had seen him in his apartment elevator holding hands with a student; a friend told me she had sex with him (when she was a student); yet another that he had tried the same too-drunk-to-drive trick. He's now Dean at another school. ",Humanities,Elite Institution,Male,Graduate Student,Faculty,183
120,"2016. A friend of mine who at the time was a PhD student endured harassment and outright destruction of her research (another grad assistant intentionally destroyed her research because it was occupying space he felt should be his, setting her research back by weeks), and another friend had her advisor quit her for objecting to the gendered, biased and outright bullying behavior of the department toward both of them. The department also refused to help either with placement. ",Natural sciences,Research Institute,Male,Graduate Student,Graduate Student,79
121,My PI's husband grabbed my ass at a holiday party,Natural sciences,Elite Institution,Male,Graduate Student,Faculty,10
122,"A faculty member (not in my program but very highly regarded in my sub-field) was assigned to be a mentor to me by a professional association while I transitioned from undergrad to grad school. They ""accidentally"" emailed me dozens of BDSM porn images. Their follow up email was ""oops, that wasn't meant for you. Unless you're into that sort of thing"". I was afraid to even tell anyone I knew because everyone else seems to love dealing with him. I avoided him for years after. I've been afraid to mention it to anyone because it's a small sub-field and everyone seems to love dealing with him despite a history of this kind of behavior. ", Social sciences,Multiple,Male,Graduate Student,Staff,115
123,"In June of 2006, at a pub near campus after conference event. Senior professor, a man I was going to ask to be my supervisor, shouted at and verbally harassed me on patio full of people, in front of an amassed group of colleagues. He made fun of me and speculated about me sleeping with the male student I happened to be sitting with, and then worse, go on to accuse me of being no good at my work, tell me that I shouldn’t start a reading group because my language skills – in a class he had never taught me – weren’t good enough. He publicly humiliated me and plenty of people, male and female colleagues alike, sat there and said nothing.",Humanities,Research Institute,Male,Graduate Student,Graduate Student,123
124,"About 20 years ago I was assaulted in a car and asked if I wanted to have sex by a college professor I was taking a summer workshop with. He actually grabbed my pussy, trite as that sounds now. We were alone together, on a professional errand outside the institution. I was a student paying to be in his class and making great personal sacrifice to be there at all, and I assumed everything about the situation was strictly professional. He must have thought my interest in joining the errand was a come-on? I said no and he left me alone. 2 days later, another young female student approached me with her own report of his inappropriate behavior. The next day another young female student confided in us that she was returning the teacher's interest in her. Student #2 and I reported what was happening to the administration. I had never bonded so intensely and so quickly with another co-student as I did that week. He knew we were on to him and ridiculed us in front of the other students when he could for the rest of the workshop.
",Humanities,Other Type of School,Male,Graduate Student,Graduate Student,190
125,"I was holding my TA office hour and another TA was working in the same office (he shouldn't have been in there during my office hour, but I figured it would be easier to put up with it than ask him to leave). He started chatting with me while I was trying to work and our conversation eventually turned to Woody Allen films, which I said that I would no longer watch. He then proceeded to tell me that he did not believe that consent was black-and-white, that he did not believe that someone could realize after a sexual act that they had not consented, and that he thought that victims should be entirely responsible for proving they were assaulted because society is too hard on people accused of sexual assault. He then said that if consent actually is black-and-white, that he might have been sexually assaulted by a woman when he was a teenager. I couldn't leave the space because it was my assigned office hour.",Humanities,Research Institute,Male,Graduate Student,Graduate Student,167
126,"I studied and started my PhD at an Austrian university. When I started, I did not know what would be the international standards to present doctoral thesis at international conferences etc. Me and other female PhD students were held back a lot, whereas a male and politically active PhD student who started later was pushed to present at these conferences right from the beginning. This was even harder as I and other female PhDs were buried with more administrational work than the male colleagues and my PhD supervisor started to use ideas from my thesis as his. I experienced this afterwards, too, that he would do this with his other female PhD students. He would work with us intensely and if some other male professor said something against it, he started to say he never knew what we were doing and that it's bad and irrelevant. These things piled up during the PhD and afterwards he would push the new head of the department into the same direction telling that I wouldn't do interesting stuff. This person then said that someone like me cannot work in such an exotic field and he took up some ideas himself - and told me, that he expected his PostDocs to kneel in front of him as he did 20 years ago. They tried hard to get me out of my contract and when I tried to go to higher instances at the university, some people started to mutter that this might come out of a former sexual relationship that I might have stopped. Such nonesense! In the end, I got no help, so I quit my position. There were quite a few more in a similar situation, 3 quit, others worked until they reached their habilitation without any help of their male supervisor, on the contrary, many of them tried to make this way as hard as possible for them. One thing I have to add that 20 women got this tenure position to push females in university position, but it seems that especially those had the hardest time. 4 years later the new head of the university gave an order to do a study on the problems, I was interviewed and all interviewers were shocked what happened to me and most other women in this cohort. But in the end, nothing happened and the study was not even made official.", Social sciences,Research Institute,Other,Graduate Student,Graduate Student,398
127,"We were in a remote location doing field work. I was the only female student. There was a woman prof and a woman postdoc, but english was their second languages so we didn't really speak much. Anyway, most of the group were male French scientists. When I arrived, the lead said to me, ""You are ---? I thought you would be a boy."" That same PI proceeded to make a lot of comments to be about how hard field work is for a woman, how hard it is for women to use the bathroom outside, etc. At our field site, before dinner but after our day of work, I went for a run. When I got back the others were eating so I joined them. The PI then said to me, ""You shouldn't be in running shorts around professors."" (One of the professors was also wearing shorts-- that prof actually came up and apologized to me because he was embarrassed about the PI's behavior). He made me change into pants. A few days later, I was with the woman postdoc and one of the other French scientists. We found an amazing sample and the French man said, ""Wow! This sample should be help by a woman in a calendar of naked women!"" I was shocked/offended that that was what he chose to say to describe the excitement of the find. These are just some examples of what that trip was like.",Natural sciences,Multiple,Other,Graduate Student,Faculty,241
128,"Inappropriate texts, comments, calling me “sweetheart” and “sunshine,” asking for hugs, stalking",Humanities,Elite Institution,Male,Graduate Student,Graduate Student,12
129,"As a young assistant professor at an art school I noticed an older adjunct faculty member who would lurk in the halls or appear out of nowhere and stare. Other colleagues agreed he was ""creepy."" Fast forward 10 years. I was now department chair and it came to my attention that this same guy, who taught poetry writing, was making female undergraduates pretty uncomfortable. Rather than teaching everyone together in a classroom, he held tutorials in his tiny office with the door closed so that he could work with each individual student on her writing. One student came forward when she received an envelope of poems at her home address (which she had not shared with him -- he had gotten the registrar to tell him where she lived). Although he would deny it, the poems were highly suggestive and personal, mentioning, for example, a tattoo on her leg and the street she lived on. He also called her on her cell phone and asked her questions about her boyfriend. He would have students bring some of their art to class so he could help them translate their inspiration into words; in her case he honed in on a photograph in which she appeared in the background, in the shadows, partly nude. (This was in that tiny office with the door closed.) The student filed a complaint, and I had her taken out of the class and asked another colleague to work with her through the rest of the semester so that she could get credit for the course. This was just the first incident. This student filed a complaint which was adjudicated through a complex system that included both the in-house sexual harassment procedure and the state-wide faculty union grievance process. His defense was that he was working very hard with each student to draw out their creative energy based on what he saw in their work, and of course, they explored all kinds of subjects in their work. The fact that they were 20 years old and he was somewhere in his 70s, supposedly mature enough to know where to draw the line, did not seem to register. He had several advocates in the department, all male and quite senior to me, who argued that his writing poems for the students was a matter of free speech, and that stopping it would cast a shadow over the principles of artistic freedom at the school. The poet was able to keep his job with a stern warning, an order not to have students in his office alone, and a remedial sexual harassment training program -- something required by state law that had not really been enforced for adjunct faculty, putting the university in a position of potential liability. He came to my office in the fall and told me he was very sorry, he now understood, and I would never have any trouble with him again. I told him I hoped he meant it. But of course he kept up the same behavior, choosing new students for his obsession each term. After the students saw that he had not been fired, they were very reluctant to bring new complaints against him, and feeling very upset that I had not been able to get justice for the first student, I did not feel I could push them to complain, as I could make no promises. I could only take the incident to the civil rights officer, but without a formal complaint we could go no further. Every time I went to him and told him I knew what he was up to, he wanted to know who complained, and whined about how he had a constitutional right to face his accuser. He denied and denied, and begged me not to take away the only meaningful thing left in his life. After a couple of these incidents he seems to have understood he couldn't do this with students in his class, but decided it would be ok to stalk random students he saw in the halls. Two years after my term was up, he turned his attention to a graduate student, followed her to the cafeteria, invited himself to have lunch with her, offered to help her with recommendations, etc. She didn't like it but she felt she had to be polite to a professor. Then he wrote a little play and e-mailed it to her. There was immediately a second e-mail saying ""maybe you shouldn't open that other e-mail but just delete it."" Naturally she opened it. It was very explicit. She brought it to public safety, who called HR, and at last he was escorted out of the building and banned from campus. The grievance procedure dragged on for over a year with his old friends declaiming over and over the violation of his civil rights, but the firing was upheld at last.",Humanities,Other Type of School,Male,Chair/Dean/Head,Faculty,814
130,"During my three years in a master's program, my first adviser began to withdraw support for my project (by stalling for months on end ordering supplies and whatnot) once he learned that I was involved with a male graduate student whom he fancied (he is openly gay, and jokes about pursuing straight men). I tried for about 8 months to navigate it without rocking the boat until I finally asked a committee member to intervene and take over my committee. During the process of removing him from my committee, which required a meeting with every-freaking-body, he then began to spread rumors that I was sleeping with the person I asked to take over my committee and that's why I wanted to change my committee. On the contrary, my eventual adviser has warned me that it would be war with this guy if I changed my committee. This guy was the graduate coordinator at the time and he 'disappaeared' numerous forms to claim I hadn't met deadlines, only to find them after I presented my own copies (multiple times). Anyone who vocally supported me was retaliated against; he had a lot of friends in high places and was the social center of the department at the time. I had only two faculty members in the end who spoke up for me. I had one write me 'poison pen' letters because I didn't realize she was an ally of his, more than a mentor of mine. It was horrible, I was blackballed for several years, I had to sneak around to apply for a Ph.D. program AND had to tell my prospective Ph.D. adviser about all of this before I even really knew her,  I contemplated suicide, I contemplated leaving academics, and I had to worry for half a decade whether anybody thought I was a decent academic. I was so marginalized socially and professionally for years, it almost drove me out of the industry. I completely rolled over once speaking up incurred more abuse. I didn't know how to defend myself as a 20-something graduate student. I was astonished that everyone looked the other way with such ease. I was heartbroken that my hard work mattered less than his fun parties and vindictiveness. It absolutely broke me. ",Natural sciences,Regional College,Male,Graduate Student,Faculty,378
131,"I was nicknamed and referred to as ""sex object"" by multiple men in my department. My professor made suggestive comments about me giving blow jobs in front of a group from the department. During the last lecture I attended, I wore a skirt whose hem was significantly below my knees (laundry day), and had a professor stare at my legs for half an hour with his hand down his trousers. By the end of my degree, I was getting death threats from male students. One attacked me, and I quit.",Humanities,Elite Institution,Male,Graduate Student,Faculty,90
132,"During AY 1994-95 (after announcing my divorce), I was harassed, stalked and assaulted by my boss over a period of several months of employment. I complained extensively to the school's and university's administration and nothing was done. I finally filed a complaint w/MCAD (Massachusetts Commission Against Discrimination) and refused to continue working in my office. I hired an employment attorney and spent two years fighting w/the University (who supported the faculty member). I finally settled the case out of court under the condition that I did not pursue it further. (I was living alone w/my two small children.) I was placed in a new and unrelated job and I was prevented from advancing in that job (despite the efforts of my supervisors) until I left in 2004.",Applied science,Research Institute,Other,Graduate Student,Chair/Dean/Head,127
133,"My department was very close and social, we often went out with our superiors after a long work week for drinks. To keep it brief, one time I had too much to drink and after passing out (very unprofessional of me, I know), my advisor performed several sexual acts on me while I was unconscious. I don't remember most of it and actively work to keep it blocked out of my memory.  The next day, he messaged me to let me know to ""not worry about it, he was helping me relieve some stress.""  

Prior to this incident, I was very close to him and saw him as a mentor and sort of father figure, but in hindsight I now realize he was inappropriate in some of the things he shared with me, as well as inappropriate touching in several occasions which I always brushed off as accidents or slips of the hand.",Natural sciences,Research Institute,Other,Graduate Student,Graduate Student,155
134,"I was repeatedly told by one professor that I should use my ""hotness"" to get ahead in class and my future work. As a 17 year old (I started college a year early), this was uncomfortable and scary. ",Humanities,Regional College,Male,Graduate Student,Faculty,39
135,During my first semester of my masters program I quickly discovered that the newest male assistant professor for whom I was a TA and RA was sleeping with a friend of mine (second year student) who he not only supervised clinically but was also on her thesis committee. The particularly egregious aspect of all of it was knowing she'd recently lost a parent after a long battle with cancer and she was clearly still grieving. , Social sciences,Research Institute,Male,Graduate Student,Graduate Student,76
136,"My undergraduate advisor sent me suggestive emails, tried to start a relationship.",Humanities,Regional College,Male,Graduate Student,Faculty,12
137,"A professor in the department only mentored female, asian phd students. He would dominate their personal lives, telling them when they could and couldn't eat dinner with their husbands and not to have children. He expected them to work in his office with him alone, often late into the night. And he told his mentees to dress 'business sexy' for conferences and pre-approved their outfits. All of these behaviors were so mundane to this professor that he would behave this way publicly, in front of other faculty and students. The professor went even further with one mentee and appeared to have a physically intimate relationship with her. He was witnessed carrying her over his shoulder out of an MBA party and repeatedly sitting too close/leaning into each other's bodies/touching each other, all in ways that professional colleagues do not do. As, all of this harassment was out in the open, and easy to see for anyone caring to look, it appeared that the department and the school condoned the behavior. ", Social sciences,Elite Institution,Male,Graduate Student,Graduate Student,171
138,"I was harassed, stalked, experienced unwelcome advancements, was threatened by a tenured faculty member at an R1 Institution. ",Applied science,Research Institute,Other,Graduate Student,Faculty,19
139,"From day one of being hired, I was pursued sexually by my department chair. I was 30, he was 55. He would openly announce his attraction to me in front of students and colleagues. He would openly in front of others express his love for me, describing that he felt about me the same love and attraction as he did for his wife when he first met her. Seeing me, even from afar, would lead to his coming my way to hug me, compliment my looks, my attire, my smile. He would refer to me as his very own Greek goddess. He would call me to meetings in his office to tell me his personal problems and seek my care of him, which when I did not give, made me pursue me all the more fiercely. He declared he needed to be a student in my class to learn from me, and attended every class session for my first semester. He would challenge most everything I said in class. After class, he would stand with his groin in my face as I sat in a deskchair talking with students after class. He would block me from getting out of the chair, so that he could keep his dick close to my mouth. One time as I was bending over to pick up my bag, he ran to the front of the room to put his dick in my face so that when I stood up, my face made contact with his entire crotch. I reported each incident to colleagues and my Dean. I was told to ignore him, as he is mentally ill. I was told he is harmless and that I should laugh it off. I was told that nothing he did was really going to harm my professional development because I was so smart and capable of rising above. When I continued to demand an end to his contact with me, and secured a lawyer, the institution finally put in writing that he is not to be my department chair any  more, that he is to stop attending my class, that he is to have no contact with me, that he is not to address me. All this triggered his fury and his behavior became dangerous. He announced to students that he was divorcing me, and posted a sign on his door that because of my hostility towards him, and University invasiveness, that his liberties are being taken away. Students would laugh and joke about it in front of me. They would tease me to take him back because he was so brokenhearted. They reported he would take up regular class time describing his anger towards me as the divorce proceeded. He made regular derogatory comments about me and anything I contributed as an idea during faculty meetings. He wrote a private letter for my tenure file that was later described to me by members of the t & p committee as pages long, filled with hateful descriptions of my incompetence, and that ""couldn't have been crazier if it had been written in crayon."" Private letters were eliminated from tenure review processes shortly after this episode. The harassment lasted a total of six years, until he was took an early retirement option.  Some of my colleagues to this day who supported him are hostile to me for being so cruel to their ""kindly colleague"" who ""suffered from mental illness."" This was 18 years ago.",Humanities,Elite Institution,Male,Faculty,Chair/Dean/Head,578
140,"professor invited me to a concert with an extra ticket. as the evening progressed i realized it was more of a date, including dancing and a late-night meal after the concert. the night ended with him asking for a kiss when he dropped me off at my porch. I'm not sure whether this would be considered harassment, but it did make me feel uncomfortable and ended any future potential research collaborations.", Social sciences,Elite Institution,Male,Graduate Student,Faculty,71
141,"A fellow undergrad student invited me to watch a movie with him. We sat on his couch (upright, not touching) in his dorm room with the door closed. After about 10-15 minutes, he grabbed my wrist and forced my hand onto his penis. I tried to leave the room, but he beat me to the door and held it closed, all while telling me he was sorry. Because I couldn’t get past him and was afraid to upset him, I sat back down on the couch. A few minutes later, he grabbed my wrist again and held my hand against his penis. Again, I tried to run out of the room, and again he blocked me from leaving while saying he was sorry. Instead of sitting again, he wanted us to lie down on the couch together. I complied, and then when I ran for the door I had a head start and was able to run underneath his arm as he tried to block me in. I ran back to my dorm room and locked the door. ",Humanities,Regional College,Male,Graduate Student,Graduate Student,179
142,"Harassment coupled with severe slander and defamation over several years.  I started a course in History at UCL and the lecturer in question seemed like a very nice and dedicated individual whom I greatly respected and admired.  He started staring at me (pretty much systematic behaviour), being rude to me, spying on me and other weirdo and inappropriate behaviour. When I started questioning his behaviour and eventually complained, he simply passed me off as crazy (on the basis of my medical condition- I technically suffer from depression) while persisting with his behaviour. ",Humanities,Elite Institution,Male,Graduate Student,Graduate Student,95
143,"A male student and I were working with an endowed chair on a national conference, which was my idea. The professor began an affair with another PhD student (whose committee he was on) and brought her onto the project. ",Humanities,Research Institute,Male,Graduate Student,Faculty,40
144,"as soon as i started my MSc my supervisor started being too friendly. at first i thought he was nice and kind but then I felt pressured and trapped. he had me over for dinner a few times and would let me to stay in the guest room because the buses had stopped running. He offered to take me to Banff on the wknd to show me the beauty of the rocky mountains. but when we checked into the hotel, it became evident that he was only getting one room (two beds). i was scared and uncomfortable and second guessing myself. he paid for it and it was the most expensive hotel in the area. but then he started to expect me to come over to his house too much. he would send me friendly text messages late at night and on wknds. the 2nd time he invited me on a wknd trip, i said yes but added that a male friend was going to be in the area too and could we invite him to join us. after that he was mad and i felt bad. for months he alternated between punishing me and praising me. i finally confronted him and he said he thought i had led him on. when i pointed out that i didnt know he was interested because he treated the other female grad student the same way, he said he was interested in her too. i told my cosupervisor and she went ballistic. she called him and screamed at him and he apologized to her. she wanted me to file a complaint but i didnt. i was too scared and embarassed and uncomfortable. the other grad student went to the ombudsperson on campus and he made her feel scared. he told her that she should wait until after her comprehensive exam and that then they could arrange for a third party mediator to meet with her and our supervisor together. she was mortified by the idea. my cosupervisor filed the complaint and i provided screen grabs of text messages. i finished my MSc and left university of alberta. i found out recently from my cosupervisor that he was found guilty of harassment but thats all i know.",Natural sciences,Other Type of School,Male,Graduate Student,Faculty,373
145,"I was sexually assaulted by another grad student. He engineered a situation in which the rest of us drank excessively while he only appeared to do the same. I started to regain consciousness while he was groping me. When I refused to keep quiet about what he had done, he portrayed it all as consensual. Mutual ""friends,"" both male and female, spread rumors about me, portraying me as unstable or alleging that I had pursued him. Some of these people lied about events when the university conducted their investigation. Following the investigation, I was black-balled by other grad students. At least one student continued to repeat the story of how I had ""wronged"" her friend four years after the assault, spreading her allegations to people completely unconnected to the situation. ",Humanities,Research Institute,Male,Graduate Student,Graduate Student,131
146,"Soon after starting my graduate program, one of my intended dissertation committee members approached me at a ""welcome"" party for new graduate students to ask if I had any same sex encounter that I wanted to tell him about as he gave me a very creepy smile and backed me into a corner and grabbed me by the waist. Later I found out he had a reputation for sexually harassing and assaulting female graduate students. ",Humanities,Research Institute,Male,Graduate Student,Faculty,76
147,"I was a visiting instructor at a small liberal arts university in North Carolina when one of the guys in the IT department called me at home and invited me to a party. I was new to the area and didn't know anyone. He was married, so I assumed that the party included his wife and actual guests. It didn't. He told me that I had given off the ""fuck"" vibe at work and that I shouldn't laugh at his jokes at the office as it sent the ""wrong message."" I refused his advances and he then begged me not to tell anyone, especially not his wife.",Humanities,Other Type of School,Male,Graduate Student,Graduate Student,107
148,"A tenured professor, during an oral exam of one of my fellow grad students, made an inappropriate comment directed at me. The student being examined had made a photographic portrait of me, which was under discussion. At one point, this professor turned around to look directly at me, in an audience full of faculty and students who were not allowed to participate and said- ""it's like we're seeing you naked."" Sounds innocuous, felt violating, especially in retrospect. At the time, I froze. Never reported him, as far as I know, no one else did, either.",Humanities,Research Institute,Male,Graduate Student,Faculty,95
149,"While a graduate student, I (and my peers) frequently had the opportunity to drive visiting writers to and from campus engagements and one night, I was driving a male writer about twice my age back to his hotel. We had an animated conversation about writing while I drove, and I walked him into the hotel to conclude it. I offered him a hug goodbye, and before I knew what was happening, his thick, hot tongue was thrusting into my mouth. I fled, and he apologized by text, and said that he'd leave a gift at the hotel desk--it was his own novel. ",Humanities,Research Institute,Male,Graduate Student,Faculty,103
150,"During the first semester of my MA program, a second year MA student asked me to go on a date. I turned him down, and he threatened to ruin my career. He didn't succeed but it created an uncomfortable environment for the year we overlapped in the program. ",Humanities,Research Institute,Male,Graduate Student,Graduate Student,49
151,"Long time ago now, about 1987, when I was working as am undergraduate research assistant in a lab. A postdoc escalated from making sexual comments to me, to rubbing his groin against me (pinned me to lab bench as he walked by), trapping me alone in small lab rooms, threatening me with a knife, and stalking me to my home. ",Applied science,Research Institute,Male,Graduate Student,Graduate Student,61
152,As a junior faculty member I asked a senior colleague to read my book proposal. He suggested we discuss it at a bar and proceeded to work through  14 drinks as we discussed it (I started counting when it was getting crazy). He tried to kiss me at the end of the evening. Turns out most other colleagues knew about his drinking problem but I was too new to the institution to have known.,Humanities,Research Institute,Male,Faculty,Faculty,75
153,"A professor who taught a class I was taking told me I reminded him of his wife ""back when he was actually attracted to her"" and later said he wished his son (who was my age) could meet me, though I ""would be way out of his league."" A couple other professors and my advisor would say that he mentioned/talked about me a lot; he also unexpectedly started showing up to the coffeeshop I worked at off-campus very often. ",Humanities,Elite Institution,Other,Graduate Student,Faculty,80
154,"I was an MBA student at a meeting with two faculty members to discuss a recently awarded grant application I had helped submit.  Present at this meeting was a senior male accounting professor and a female who worked in administration and was responsible for government grants.  In that lunch I remember the male  placing his hand on the thigh of the woman in charge of government grants.  He had hoped to do it undetected by me but it was obvious in part, due to her expression.  I had never witnessed anything like this and did not know what to do.  I did nothing and pretended not to have noticed.  She was visibly embarrassed and stiffly took his hand and moved it away from her thigh.  I have often felt remorse at not having said anything and I have no idea whether the accounting professor had a relationship with this administrator or not.  What I do remember is how awkward the situation was how embarrassed the administrator looked when it happened.  She was much younger than him and unmarried.  He was married.  It was certainly inappropriate and my first real encounter with such a thing. ",Applied science,Other Type of School,Male,Undergraduate Student,Faculty,207
155,"February 2002 during the campus interview for my current job, where I was hired, and where I also subsequently earned tenure and promotion. The search committee chair picked me up from the airport and took me to dinner in town, where we had a friendly discussion about our common roots in California while he guzzled two beers, after which he brought me to my hotel. Rather than dropping me off (which would have seemed pretty normal), he escorted me to the check in desk, collected my room key for me, then took my suitcase from me and walked it to the elevator. This struck me as odd, but I assumed he would bid me good evening at the elevator door. Wrong. On the second floor, I practically had to run after him (he, still dragging my luggage), and thought surely he'd have to hand over my room key at the door... Wrong again. He entered my room, walked my bag over to the bedside table, and began scribbling something on the pad next to the bed: his phone number, in case I needed to reach him, he said. For what felt like an eternity, he stood there in the room looking at me in silence, until I stuck my arm straight out to shake his hand uncomfortably. I thanked him for his help, told him I'd see him in the morning. I remember thinking to myself: how do you remain courteous and professional and at the same time make it resolutely clear that this guy needs to clear out PRONTO? Nothing happened to me that night, and ultimately, I was offered the job. Still, I have no doubt this man behaved in a manner that was inappropriate. His demeanor for the rest of the interview was icy, and his behavior toward me as my colleague for the last 15 years has been distant at best, but more often downright uncollegial.",Humanities,Research Institute,Male,Graduate Student,Chair/Dean/Head,320
156,"2011: One of my professors in graduate school infamously slept with his students, grad and undergrad alike. I confronted him by saying that I thought he would want to know that grad students were buzzing with gossip about his exploits and the student he was sleeping with at the time would come to class and tell people all about what they had been up to. When I spoke to him, he looked and the ground and said, ""Thanks"" -- then he cut me off professionally, never to speak to me again. He  broke up with this particular student shortly after my confrontation and used my name *while he was still inside of her* in a post-coital ""this isn't working out"" move. He would go on to sleep with several other students while I was in school (and after). This behavior established a value system that confused the metrics for ""good work,"" created competition between women that had nothing to do with the program or our education, and normalized predatory behavior. Of course he has been promoted several times and never held accountable even though his antics are widely known. 

2011: My advisor commented on my breasts in a meeting about my thesis. This was part of a comment  he was making about why he didn't understand that the professor who slept with students was seeing/interested in a friend/colleague of mine who, according to my advisor was less attractive than me ""because [my] breasts [we]re so much larger than hers"". This was completely unprompted, of course. 

2011-2013 I started dating a man who was a year ahead of me in my grad program who serially harassed my friends by constantly crossing boundaries, not accepting no for an answer, and groping them (sometimes in front of me, sometimes not) while we were together. Of course this means that he harassed me, too. We were together for about six months when he moved to the east coast to attend a PhD program from which he was expelled for groping a woman's genitals at an off campus party. Because they were both in the same PhD program, she was able to levy charges. The University suspended him, and after the term was up they took away his funding, but did not require him to leave the program. He quit when the money ran out. During this time of crisis, he turned to me to perform the emotional labor of supporting him without revealing all of the details of what had gone down. After a couple of years, he moved back to where I lived and began adjuncting at the institution where we met. Not only did the faculty support him during his suspension (he reached out to the professor who slept with students to ask for advice), but they hired him back to work in their department knowing fell well of his transgressions, the charges filed, and his 'fall from grace' in the PhD program he moved across the country to attend.",Humanities,Research Institute,Male,Graduate Student,Graduate Student,500
157,"I presented an idea for an article to two colleagues; one (who also often made demeaning comments about my appearance, my clothes) tried to argue that my idea was unoriginal. When I defended my argument, he said my idea ""made his balls shrink up."" ",Humanities,Regional College,Other,Faculty,Faculty,45
158,"At a biological field station in 2016, I was a introduced as a new faculty member to the former station director by the current station director. The retired director shook my hand with his right hand, and grabbed my behind with his left hand. The current station director just laughed hysterically. ",Natural sciences,Research Institute,Male,Graduate Student,Faculty,52
159,"A faculty advisor's collaborator from another institution publicly hit on multiple female students at conferences, insinuating that they would receive professional benefits should they engage with him. ", Social sciences,Research Institute,Male,Graduate Student,Faculty,28
160,"About 20 years ago a woman in her early 30s came to me because she didn't know what to do or who to go to. A man who was chair before the chair who hired me was still on the faculty. The previous chair had spent months in the early 80s ""seducing"" her while she was an undergraduate which included having sex in his department office. At the time she was flattered and considered it consensual. It was several years before she realized how abused she had been. We went together to the equity person (can't remember the name of the department but it was not ""equity"" until later). Apparently nothing had been done with the prior reports because it had ""only"" been 2 reports by different undergrads at different times. This time he was FINALLY fired.  ", Social sciences,Other Type of School,Male,Faculty,Faculty,139
161,"I am not sure if this would technically be considered sexual harassment, but when I was meeting with a potential adviser on a campus visit he told me I would not be allowed to get married while I was his PhD student. From context I understood that this was not because he had any sexual interest in me, but because he presumably believes only single women can be successful academics.",Humanities,Research Institute,Male,Graduate Student,Faculty,70
162,"It's an open secret that several senior male faculty are serial sexual harassers, and have gotten away with it in plain sight for decades.", Social sciences,Research Institute,Male,Graduate Student,Graduate Student,24
163,Hostile / sexist Work enviournment. Senior prof staring at my friend’s breasts constantly. “Put your balls in the vice” “pussy” etc etc,Humanities,Research Institute,Male,Graduate Student,Graduate Student,22
164,"One the first day I joined the dept, I met my co-lecturer. After being introduced, we talked and at every opportunity, he would attempt to tap my shoulder, and touch my hand. I mentioned it to a colleague and she told me that she was subjected to the same thing. There was once, he put his arm on her back and started fingering her bra strap. He is always smiling and acting friendly. ",Applied science,Elite Institution,Other,Faculty,Faculty,74
165,"I have had male professors comment on my appearance with comments like ""if I was your student I would ever miss class"" and I have had students write on my evaluations ""she's hot"", and many more ""jokes/comments"" along those lines. Also when I was a TA to a male professor he prohibited me from coming to class because I was too distracting!!!", Social sciences,Research Institute,Male,Graduate Student,Graduate Student,62
166,"Lots up upper thigh grabbing or touching, awkward paternal-wannabe holds of arms and shoulders and hands, a weird kiss on the cheek once, and a straight-up butt grab. ",Humanities,Research Institute,Female,Undergraduate Student,Chair/Dean/Head,29
167,"Senior academic supervisor: touching, inviting me to his home to ""fix the computer,"" other inappropriate crossing of boundaries",Humanities,Research Institute,Male,Faculty,Chair/Dean/Head,18
